ID,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,MONTHS_BALANCE,STATUS,Target,FLAG_CAR,FLAG_REALTY
5022734,0,900000,Pensioner,Secondary / secondary special,Married,House / apartment,-21289,365243,1,0,0,0,,20,-23,C,0,0,1
5022737,0,900000,Pensioner,Secondary / secondary special,Married,House / apartment,-21289,365243,1,0,0,0,,20,-45,C,0,0,1
5022738,0,900000,Pensioner,Secondary / secondary special,Married,House / apartment,-21289,365243,1,0,0,0,,20,0,C,0,0,1
5022739,0,900000,Pensioner,Secondary / secondary special,Married,House / apartment,-21289,365243,1,0,0,0,,20,0,C,0,0,1
5022740,0,900000,Pensioner,Secondary / secondary special,Married,House / apartment,-21289,365243,1,0,0,0,,20,-20,C,0,0,1
5022741,0,1800000,Working,Secondary / secondary special,Married,House / apartment,-9791,-1344,1,0,0,1,Sales staff,20,0,0,0,0,1
5022742,0,1800000,Working,Secondary / secondary special,Married,House / apartment,-9791,-1344,1,0,0,1,Sales staff,20,-48,X,0,0,1
5022743,1,2025000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10800,-3166,1,0,0,0,Sales staff,20,-11,X,0,0,0
5022744,1,2025000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10800,-3166,1,0,0,0,Sales staff,20,0,C,0,0,0
5022745,1,2025000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10800,-3166,1,0,0,0,Sales staff,20,-7,C,0,0,0
5022746,1,2025000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10800,-3166,1,0,0,0,Sales staff,20,-12,C,0,0,0
5022749,1,2025000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10800,-3166,1,0,0,0,Sales staff,20,-19,C,0,0,0
5022750,1,2025000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10800,-3166,1,0,0,0,Sales staff,20,0,0,0,0,0
5022751,1,2025000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10800,-3166,1,0,0,0,Sales staff,20,0,C,0,0,0
5022752,1,2025000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10800,-3166,1,0,0,0,Sales staff,20,-19,C,0,0,0
5022753,1,2025000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10800,-3166,1,0,0,0,Sales staff,20,-24,C,0,0,0
5022754,1,2025000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10800,-3166,1,0,0,0,Sales staff,20,-12,C,0,0,0
5022755,1,2025000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10800,-3166,1,0,0,0,Sales staff,20,0,C,0,0,0
5022756,1,2025000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10800,-3166,1,0,0,0,Sales staff,20,-23,X,0,0,0
5022757,0,1800000,Working,Secondary / secondary special,Married,House / apartment,-9791,-1344,1,0,0,1,Sales staff,20,0,0,0,0,1
5022758,0,1800000,Working,Secondary / secondary special,Married,House / apartment,-9791,-1344,1,0,0,1,Sales staff,20,-32,C,0,0,1
5022759,0,1800000,Working,Secondary / secondary special,Married,House / apartment,-9791,-1344,1,0,0,1,Sales staff,20,0,C,0,0,1
5022760,0,1800000,Working,Secondary / secondary special,Married,House / apartment,-9791,-1344,1,0,0,1,Sales staff,20,-2,C,0,0,1
5022761,0,1800000,Working,Secondary / secondary special,Married,House / apartment,-9791,-1344,1,0,0,1,Sales staff,20,-35,X,0,0,1
5022762,1,2025000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10800,-3166,1,0,0,0,Sales staff,20,-21,X,0,0,0
5022765,0,1125000,State servant,Secondary / secondary special,Married,House / apartment,-11366,-3927,1,0,0,1,Core staff,20,0,X,0,0,0
5022767,2,900000,Working,Secondary / secondary special,Married,With parents,-13847,-366,1,0,1,0,Medicine staff,40,0,X,0,0,1
5022768,2,900000,Working,Secondary / secondary special,Married,With parents,-13847,-366,1,0,1,0,Medicine staff,40,0,X,0,0,1
5022769,2,900000,Working,Secondary / secondary special,Married,With parents,-13847,-366,1,0,1,0,Medicine staff,40,0,C,0,0,1
5022770,2,900000,Working,Secondary / secondary special,Married,With parents,-13847,-366,1,0,1,0,Medicine staff,40,0,X,0,0,1
5022771,2,900000,Working,Secondary / secondary special,Married,With parents,-13847,-366,1,0,1,0,Medicine staff,40,0,X,0,0,1
5022772,2,900000,Working,Secondary / secondary special,Married,With parents,-13847,-366,1,0,1,0,Medicine staff,40,0,X,0,0,1
5022773,2,900000,Working,Secondary / secondary special,Married,With parents,-13847,-366,1,0,1,0,Medicine staff,40,0,X,0,0,1
5022774,0,2250000,Pensioner,Higher education,Married,House / apartment,-22964,365243,1,0,0,0,,20,0,C,0,1,1
5022775,0,2250000,Pensioner,Higher education,Married,House / apartment,-22964,365243,1,0,0,0,,20,-22,X,0,1,1
5022776,0,2250000,Pensioner,Higher education,Married,House / apartment,-22964,365243,1,0,0,0,,20,0,C,0,1,1
5022778,0,2250000,Pensioner,Higher education,Married,House / apartment,-22964,365243,1,0,0,0,,20,0,C,0,1,1
5022783,1,2160000,Working,Higher education,Widow,House / apartment,-13127,-1279,1,0,0,0,Managers,20,0,C,0,1,1
5022784,1,2160000,Working,Higher education,Widow,House / apartment,-13127,-1279,1,0,0,0,Managers,20,0,X,0,1,1
5022787,1,2160000,Working,Higher education,Widow,House / apartment,-13127,-1279,1,0,0,0,Managers,20,0,C,0,1,1
5022788,1,2160000,Working,Higher education,Widow,House / apartment,-13127,-1279,1,0,0,0,Managers,20,0,0,0,1,1
5022789,0,1125000,Working,Secondary / secondary special,Separated,House / apartment,-12369,-187,1,0,0,0,Core staff,10,-35,X,0,0,0
5022790,0,1125000,Working,Secondary / secondary special,Separated,House / apartment,-12369,-187,1,0,0,0,Core staff,10,0,C,0,0,0
5022791,0,2025000,Working,Higher education,Widow,House / apartment,-11998,-1497,1,0,0,0,Managers,10,-16,C,0,1,1
5022792,0,2025000,Working,Higher education,Widow,House / apartment,-11998,-1497,1,0,0,0,Managers,10,0,C,0,1,1
5022794,0,2025000,Working,Higher education,Widow,House / apartment,-11998,-1497,1,0,0,0,Managers,10,-26,C,0,1,1
5022795,0,2025000,Working,Higher education,Widow,House / apartment,-11998,-1497,1,0,0,0,Managers,10,0,C,0,1,1
5022796,0,2025000,Working,Higher education,Widow,House / apartment,-11998,-1497,1,0,0,0,Managers,10,0,0,0,1,1
5022797,0,2025000,Working,Higher education,Widow,House / apartment,-11998,-1497,1,0,0,0,Managers,10,0,C,0,1,1
5022798,0,2025000,Working,Higher education,Widow,House / apartment,-11998,-1497,1,0,0,0,Managers,10,-10,C,0,1,1
5022799,0,2025000,Working,Higher education,Widow,House / apartment,-11998,-1497,1,0,0,0,Managers,10,0,C,0,1,1
5022800,0,2025000,Working,Higher education,Widow,House / apartment,-11998,-1497,1,0,0,0,Managers,10,-28,X,0,1,1
5022802,0,2025000,Working,Higher education,Widow,House / apartment,-11998,-1497,1,0,0,0,Managers,10,0,C,0,1,1
5022803,0,2025000,Working,Higher education,Widow,House / apartment,-11998,-1497,1,0,0,0,Managers,10,0,C,0,1,1
5022804,0,2025000,Working,Higher education,Widow,House / apartment,-11998,-1497,1,0,0,0,Managers,10,-7,C,0,1,1
5022807,1,1800000,Working,Higher education,Married,House / apartment,-11900,-731,1,0,0,1,Sales staff,30,0,C,0,0,1
5022808,1,1800000,Working,Higher education,Married,House / apartment,-11900,-731,1,0,0,1,Sales staff,30,0,C,0,0,1
5022809,0,1350000,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-7723,-366,1,0,0,1,Sales staff,10,0,0,0,0,1
5022810,0,1350000,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-7723,-366,1,0,0,1,Sales staff,10,0,0,0,0,1
5022811,0,2610000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8477,-947,1,0,1,1,Laborers,10,0,C,0,0,1
5022812,0,2610000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8477,-947,1,0,1,1,Laborers,10,0,X,0,0,1
5022813,0,2610000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8477,-947,1,0,1,1,Laborers,10,0,X,0,0,1
5022814,0,2610000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8477,-947,1,0,1,1,Laborers,10,0,0,0,0,1
5022815,0,2610000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8477,-947,1,0,1,1,Laborers,10,0,0,0,0,1
5022816,0,2610000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8477,-947,1,0,1,1,Laborers,10,-6,0,0,0,1
5022817,0,2025000,Working,Secondary / secondary special,Married,House / apartment,-17262,-1617,1,0,0,0,Core staff,20,0,X,0,1,1
5022818,0,2025000,Working,Secondary / secondary special,Married,House / apartment,-17262,-1617,1,0,0,0,Core staff,20,0,X,0,1,1
5022824,0,2025000,Working,Secondary / secondary special,Married,House / apartment,-17262,-1617,1,0,0,0,Core staff,20,-31,X,0,1,1
5022825,0,2025000,Working,Secondary / secondary special,Married,House / apartment,-17262,-1617,1,0,0,0,Core staff,20,-38,X,0,1,1
5022826,0,2025000,Working,Secondary / secondary special,Married,House / apartment,-17262,-1617,1,0,0,0,Core staff,20,-16,X,0,1,1
5022827,0,2025000,Working,Secondary / secondary special,Married,House / apartment,-17262,-1617,1,0,0,0,Core staff,20,0,0,0,1,1
5022828,0,2025000,Working,Secondary / secondary special,Married,House / apartment,-17262,-1617,1,0,0,0,Core staff,20,-17,C,0,1,1
5022831,0,2025000,Working,Secondary / secondary special,Married,House / apartment,-17262,-1617,1,0,0,0,Core staff,20,0,0,0,1,1
5022832,0,2025000,Working,Secondary / secondary special,Married,House / apartment,-17262,-1617,1,0,0,0,Core staff,20,-5,X,0,1,1
5022833,0,2025000,Working,Secondary / secondary special,Married,House / apartment,-17262,-1617,1,0,0,0,Core staff,20,0,C,0,1,1
5022834,0,2025000,Working,Secondary / secondary special,Married,House / apartment,-17262,-1617,1,0,0,0,Core staff,20,0,0,0,1,1
5022835,0,2025000,Working,Secondary / secondary special,Married,House / apartment,-17262,-1617,1,0,0,0,Core staff,20,-1,X,0,1,1
5022836,0,2025000,Working,Secondary / secondary special,Married,House / apartment,-17262,-1617,1,0,0,0,Core staff,20,0,0,0,1,1
5022837,0,2025000,Working,Secondary / secondary special,Married,House / apartment,-17262,-1617,1,0,0,0,Core staff,20,0,C,0,1,1
5022840,0,1800000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12494,-978,1,0,0,0,Laborers,10,-28,C,0,0,1
5022841,0,1800000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12494,-978,1,0,0,0,Laborers,10,0,C,0,0,1
5022842,0,1800000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12494,-978,1,0,0,0,Laborers,10,0,0,0,0,1
5022843,0,1800000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12494,-978,1,0,0,0,Laborers,10,0,C,0,0,1
5022844,0,1800000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12494,-978,1,0,0,0,Laborers,10,0,C,0,0,1
5022845,0,1800000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12494,-978,1,0,0,0,Laborers,10,0,C,0,0,1
5022846,0,1800000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12494,-978,1,0,0,0,Laborers,10,-15,X,0,0,1
5022847,0,1800000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12494,-978,1,0,0,0,Laborers,10,-8,C,0,0,1
5022848,0,1800000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12494,-978,1,0,0,0,Laborers,10,-10,C,0,0,1
5022849,0,1800000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12494,-978,1,0,0,0,Laborers,10,-26,C,0,0,1
5022851,0,2025000,Working,Higher education,Married,House / apartment,-18902,-8649,1,0,0,0,Managers,20,0,C,0,0,1
5022852,0,2025000,Working,Higher education,Married,House / apartment,-18902,-8649,1,0,0,0,Managers,20,0,C,0,0,1
5022853,0,2025000,Working,Higher education,Married,House / apartment,-18902,-8649,1,0,0,0,Managers,20,0,0,0,0,1
5022855,0,2025000,Working,Higher education,Married,House / apartment,-18902,-8649,1,0,0,0,Managers,20,-7,C,0,0,1
5022858,0,2025000,Working,Higher education,Single / not married,Rented apartment,-19586,-1309,1,0,1,1,Managers,10,0,X,0,0,0
5022859,0,1800000,Working,Higher education,Single / not married,House / apartment,-16616,-5815,1,0,0,0,Core staff,10,0,C,0,1,1
5022860,0,1800000,Working,Higher education,Single / not married,House / apartment,-16616,-5815,1,0,0,0,Core staff,10,0,C,0,1,1
5022862,0,675000,Working,Secondary / secondary special,Single / not married,House / apartment,-13621,-852,1,0,0,0,Accountants,10,0,0,0,0,1
5022863,2,2250000,Commercial associate,Higher education,Married,House / apartment,-14100,-3623,1,0,0,0,Private service staff,40,0,0,0,1,1
5022864,2,2250000,Commercial associate,Higher education,Married,House / apartment,-14100,-3623,1,0,0,0,Private service staff,40,0,0,0,1,1
5022865,2,2250000,Commercial associate,Higher education,Married,House / apartment,-14100,-3623,1,0,0,0,Private service staff,40,-14,C,0,1,1
5022866,2,2250000,Commercial associate,Higher education,Married,House / apartment,-14100,-3623,1,0,0,0,Private service staff,40,0,C,0,1,1
5022867,2,2250000,Commercial associate,Higher education,Married,House / apartment,-14100,-3623,1,0,0,0,Private service staff,40,-30,X,0,1,1
5022868,2,2250000,Commercial associate,Higher education,Married,House / apartment,-14100,-3623,1,0,0,0,Private service staff,40,0,C,0,1,1
5022869,2,2250000,Commercial associate,Higher education,Married,House / apartment,-14100,-3623,1,0,0,0,Private service staff,40,0,C,0,1,1
5022870,2,2250000,Commercial associate,Higher education,Married,House / apartment,-14100,-3623,1,0,0,0,Private service staff,40,0,0,0,1,1
5022871,2,2250000,Commercial associate,Higher education,Married,House / apartment,-14100,-3623,1,0,0,0,Private service staff,40,0,C,0,1,1
5022872,2,2250000,Commercial associate,Higher education,Married,House / apartment,-14100,-3623,1,0,0,0,Private service staff,40,0,C,0,1,1
5022873,2,2250000,Commercial associate,Higher education,Married,House / apartment,-14100,-3623,1,0,0,0,Private service staff,40,0,C,0,1,1
5022875,2,2250000,Commercial associate,Higher education,Married,House / apartment,-14100,-3623,1,0,0,0,Private service staff,40,0,0,0,1,1
5022876,2,2250000,Commercial associate,Higher education,Married,House / apartment,-14100,-3623,1,0,0,0,Private service staff,40,-2,C,0,1,1
5022877,2,2250000,Commercial associate,Higher education,Married,House / apartment,-14100,-3623,1,0,0,0,Private service staff,40,0,0,0,1,1
5022878,2,2250000,Commercial associate,Higher education,Married,House / apartment,-14100,-3623,1,0,0,0,Private service staff,40,0,C,0,1,1
5022879,1,3150000,Working,Secondary / secondary special,Separated,House / apartment,-16314,-882,1,0,0,0,Managers,20,0,C,0,1,1
5022880,1,3150000,Working,Secondary / secondary special,Separated,House / apartment,-16314,-882,1,0,0,0,Managers,20,-11,C,0,1,1
5022881,1,3150000,Working,Secondary / secondary special,Separated,House / apartment,-16314,-882,1,0,0,0,Managers,20,-12,C,0,1,1
5022882,1,3150000,Working,Secondary / secondary special,Separated,House / apartment,-16314,-882,1,0,0,0,Managers,20,0,0,0,1,1
5022886,1,3150000,Working,Secondary / secondary special,Separated,House / apartment,-16314,-882,1,0,0,0,Managers,20,-11,C,0,1,1
5022887,1,3150000,Working,Secondary / secondary special,Separated,House / apartment,-16314,-882,1,0,0,0,Managers,20,-3,C,0,1,1
5022888,1,3150000,Working,Secondary / secondary special,Separated,House / apartment,-16314,-882,1,0,0,0,Managers,20,0,C,0,1,1
5022889,1,3150000,Working,Secondary / secondary special,Separated,House / apartment,-16314,-882,1,0,0,0,Managers,20,0,0,0,1,1
5022890,1,3150000,Working,Secondary / secondary special,Separated,House / apartment,-16314,-882,1,0,0,0,Managers,20,0,X,0,1,1
5022891,1,3150000,Working,Secondary / secondary special,Separated,House / apartment,-16314,-882,1,0,0,0,Managers,20,-1,C,0,1,1
5022892,1,3150000,Working,Secondary / secondary special,Separated,House / apartment,-16314,-882,1,0,0,0,Managers,20,-35,X,0,1,1
5022893,1,3150000,Working,Secondary / secondary special,Separated,House / apartment,-16314,-882,1,0,0,0,Managers,20,-33,C,0,1,1
5022894,0,3150000,Working,Incomplete higher,Married,House / apartment,-13326,-2588,1,1,0,0,Laborers,20,0,X,0,0,1
5022895,0,3150000,Working,Incomplete higher,Married,House / apartment,-13326,-2588,1,1,0,0,Laborers,20,0,0,0,0,1
5022896,0,3150000,Working,Incomplete higher,Married,House / apartment,-13326,-2588,1,1,0,0,Laborers,20,0,0,0,0,1
5022897,0,1260000,State servant,Higher education,Married,House / apartment,-19292,-1371,1,0,0,1,Core staff,20,0,C,0,0,1
5022898,1,1350000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10765,-2196,1,0,0,1,,30,-7,C,0,0,1
5022900,1,1350000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10765,-2196,1,0,0,1,,30,-10,C,0,0,1
5022901,1,1350000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10765,-2196,1,0,0,1,,30,-12,C,0,0,1
5022902,1,1350000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10765,-2196,1,0,0,1,,30,-8,C,0,0,1
5022903,1,1350000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10765,-2196,1,0,0,1,,30,-1,C,0,0,1
5022904,1,1350000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10765,-2196,1,0,0,1,,30,0,0,0,0,1
5022905,1,1350000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10765,-2196,1,0,0,1,,30,0,C,0,0,1
5022906,0,1890000,State servant,Secondary / secondary special,Married,House / apartment,-15752,-2770,1,0,0,0,Core staff,20,0,C,0,0,0
5022907,0,1890000,State servant,Secondary / secondary special,Married,House / apartment,-15752,-2770,1,0,0,0,Core staff,20,-1,C,0,0,0
5022908,0,1890000,State servant,Secondary / secondary special,Married,House / apartment,-15752,-2770,1,0,0,0,Core staff,20,-12,C,0,0,0
5022909,0,1890000,State servant,Secondary / secondary special,Married,House / apartment,-15752,-2770,1,0,0,0,Core staff,20,0,C,0,0,0
5022910,0,1890000,State servant,Secondary / secondary special,Married,House / apartment,-15752,-2770,1,0,0,0,Core staff,20,0,C,0,0,0
5022912,0,2250000,Working,Higher education,Single / not married,House / apartment,-12195,-2592,1,0,1,0,Managers,10,0,C,0,0,1
5022913,0,2250000,Working,Higher education,Single / not married,House / apartment,-12195,-2592,1,0,1,0,Managers,10,0,C,0,0,1
5022914,0,2250000,Working,Higher education,Single / not married,House / apartment,-12195,-2592,1,0,1,0,Managers,10,0,X,0,0,1
5022915,0,2250000,Working,Higher education,Single / not married,House / apartment,-12195,-2592,1,0,1,0,Managers,10,-35,C,0,0,1
5022917,0,2250000,Working,Higher education,Single / not married,House / apartment,-12195,-2592,1,0,1,0,Managers,10,0,C,0,0,1
5022918,0,2250000,Working,Higher education,Single / not married,House / apartment,-12195,-2592,1,0,1,0,Managers,10,0,C,0,0,1
5022921,0,2250000,Working,Higher education,Single / not married,House / apartment,-12195,-2592,1,0,1,0,Managers,10,0,C,0,0,1
5022922,0,2250000,Working,Higher education,Single / not married,House / apartment,-12195,-2592,1,0,1,0,Managers,10,-32,C,0,0,1
5022923,0,2250000,Working,Higher education,Single / not married,House / apartment,-12195,-2592,1,0,1,0,Managers,10,-39,C,0,0,1
5022925,0,1440000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21275,365243,1,0,0,0,,20,-4,X,0,1,1
5022926,0,1440000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21275,365243,1,0,0,0,,20,-12,C,0,1,1
5022927,0,1440000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21275,365243,1,0,0,0,,20,0,0,0,1,1
5022928,0,1440000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21275,365243,1,0,0,0,,20,-6,X,0,1,1
5022929,0,1440000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21275,365243,1,0,0,0,,20,0,X,0,1,1
5022930,0,2700000,Working,Higher education,Married,House / apartment,-9154,-187,1,0,0,1,Laborers,20,0,0,0,0,1
5022931,0,2700000,Working,Higher education,Married,House / apartment,-9154,-187,1,0,0,1,Laborers,20,-7,X,0,0,1
5022932,2,3150000,Working,Higher education,Married,House / apartment,-12615,-1156,1,0,0,0,Laborers,40,0,0,0,1,1
5022933,2,3150000,Working,Higher education,Married,House / apartment,-12615,-1156,1,0,0,0,Laborers,40,0,0,0,1,1
5022934,2,3150000,Working,Higher education,Married,House / apartment,-12615,-1156,1,0,0,0,Laborers,40,0,0,0,1,1
5022935,1,1350000,Working,Lower secondary,Married,House / apartment,-11642,-248,1,1,1,0,Low-skill Laborers,30,0,C,0,0,0
5022936,0,2025000,Commercial associate,Incomplete higher,Separated,House / apartment,-14096,-1344,1,0,1,1,Accountants,10,-44,X,0,1,0
5022938,0,2025000,Commercial associate,Incomplete higher,Separated,House / apartment,-14096,-1344,1,0,1,1,Accountants,10,0,X,0,1,0
5022939,0,2025000,Commercial associate,Incomplete higher,Separated,House / apartment,-14096,-1344,1,0,1,1,Accountants,10,0,C,0,1,0
5022940,0,2025000,Commercial associate,Incomplete higher,Separated,House / apartment,-14096,-1344,1,0,1,1,Accountants,10,0,C,0,1,0
5022942,0,2025000,Commercial associate,Incomplete higher,Separated,House / apartment,-14096,-1344,1,0,1,1,Accountants,10,0,0,0,1,0
5022943,0,2025000,Commercial associate,Incomplete higher,Separated,House / apartment,-14096,-1344,1,0,1,1,Accountants,10,0,0,0,1,0
5022944,0,2025000,Commercial associate,Incomplete higher,Separated,House / apartment,-14096,-1344,1,0,1,1,Accountants,10,-49,X,0,1,0
5022945,0,2025000,Commercial associate,Incomplete higher,Separated,House / apartment,-14096,-1344,1,0,1,1,Accountants,10,0,C,0,1,0
5022946,0,2025000,Commercial associate,Incomplete higher,Separated,House / apartment,-14096,-1344,1,0,1,1,Accountants,10,0,X,0,1,0
5022947,0,2025000,Commercial associate,Incomplete higher,Separated,House / apartment,-14096,-1344,1,0,1,1,Accountants,10,0,C,0,1,0
5022950,0,1350000,Working,Incomplete higher,Single / not married,With parents,-8231,-731,1,0,0,0,Cooking staff,10,0,C,0,0,1
5022951,0,1350000,Working,Incomplete higher,Single / not married,With parents,-8231,-731,1,0,0,0,Cooking staff,10,0,C,0,0,1
5022952,0,1125000,Working,Secondary / secondary special,Married,House / apartment,-18293,-521,1,1,0,0,,20,0,C,0,1,1
5022953,0,1125000,Working,Secondary / secondary special,Married,House / apartment,-18293,-521,1,1,0,0,,20,0,0,0,1,1
5022954,0,1125000,Working,Secondary / secondary special,Married,House / apartment,-18293,-521,1,1,0,0,,20,0,C,0,1,1
5022955,0,1125000,Working,Secondary / secondary special,Married,House / apartment,-18293,-521,1,1,0,0,,20,0,C,0,1,1
5022958,0,990000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15025,-213,1,0,0,1,Sales staff,10,0,C,0,0,0
5022961,0,1125000,Working,Secondary / secondary special,Married,House / apartment,-18293,-521,1,1,0,0,,20,0,C,0,1,1
5022963,3,1350000,Working,Secondary / secondary special,Married,House / apartment,-12928,-1313,1,0,0,0,Accountants,50,0,0,0,1,1
5022964,3,1350000,Working,Secondary / secondary special,Married,House / apartment,-12928,-1313,1,0,0,0,Accountants,50,-4,X,0,1,1
5022965,3,1350000,Working,Secondary / secondary special,Married,House / apartment,-12928,-1313,1,0,0,0,Accountants,50,-11,X,0,1,1
5022966,0,1350000,Pensioner,Secondary / secondary special,Married,House / apartment,-19065,365243,1,0,0,0,,20,-38,X,0,0,1
5022967,0,1350000,Pensioner,Secondary / secondary special,Married,House / apartment,-19065,365243,1,0,0,0,,20,-8,X,0,0,1
5022968,0,1350000,Pensioner,Secondary / secondary special,Married,House / apartment,-19065,365243,1,0,0,0,,20,-6,X,0,0,1
5022969,0,1350000,Pensioner,Secondary / secondary special,Married,House / apartment,-19065,365243,1,0,0,0,,20,-38,X,0,0,1
5022970,0,1350000,Pensioner,Secondary / secondary special,Married,House / apartment,-19065,365243,1,0,0,0,,20,-2,X,0,0,1
5022971,0,1350000,Pensioner,Secondary / secondary special,Married,House / apartment,-19065,365243,1,0,0,0,,20,0,0,0,0,1
5022972,0,1350000,Pensioner,Secondary / secondary special,Married,House / apartment,-19065,365243,1,0,0,0,,20,0,C,0,0,1
5022975,0,3150000,Working,Secondary / secondary special,Civil marriage,House / apartment,-9436,-235,1,0,0,0,Sales staff,20,-1,X,0,0,1
5022978,0,2250000,Working,Incomplete higher,Married,House / apartment,-18868,-11954,1,0,1,0,Managers,20,-15,C,0,1,1
5022979,0,2250000,Working,Incomplete higher,Married,House / apartment,-18868,-11954,1,0,1,0,Managers,20,0,C,0,1,1
5022980,0,2250000,Working,Incomplete higher,Married,House / apartment,-18868,-11954,1,0,1,0,Managers,20,-21,C,0,1,1
5022981,0,2250000,Working,Incomplete higher,Married,House / apartment,-18868,-11954,1,0,1,0,Managers,20,0,C,0,1,1
5022982,0,2250000,Working,Incomplete higher,Married,House / apartment,-18868,-11954,1,0,1,0,Managers,20,-18,C,0,1,1
5022984,0,2250000,Working,Incomplete higher,Married,House / apartment,-18868,-11954,1,0,1,0,Managers,20,-4,C,0,1,1
5022985,0,2250000,Working,Incomplete higher,Married,House / apartment,-18868,-11954,1,0,1,0,Managers,20,-15,C,0,1,1
5022986,0,2250000,Working,Incomplete higher,Married,House / apartment,-18868,-11954,1,0,1,0,Managers,20,0,C,0,1,1
5022987,0,765000,Pensioner,Secondary / secondary special,Married,House / apartment,-24311,365243,1,0,1,0,,20,0,X,0,0,1
5022988,0,765000,Pensioner,Secondary / secondary special,Married,House / apartment,-24311,365243,1,0,1,0,,20,-2,X,0,0,1
5022989,0,765000,Pensioner,Secondary / secondary special,Married,House / apartment,-24311,365243,1,0,1,0,,20,0,X,0,0,1
5022990,0,765000,Pensioner,Secondary / secondary special,Married,House / apartment,-24311,365243,1,0,1,0,,20,-6,X,0,0,1
5022991,0,765000,Pensioner,Secondary / secondary special,Married,House / apartment,-24311,365243,1,0,1,0,,20,-23,X,0,0,1
5022992,0,765000,Pensioner,Secondary / secondary special,Married,House / apartment,-24311,365243,1,0,1,0,,20,-3,X,0,0,1
5022993,0,765000,Pensioner,Secondary / secondary special,Married,House / apartment,-24311,365243,1,0,1,0,,20,0,X,0,0,1
5022994,0,765000,Pensioner,Higher education,Married,House / apartment,-23956,365243,1,0,0,0,,20,0,X,0,0,1
5022995,0,765000,Pensioner,Higher education,Married,House / apartment,-23956,365243,1,0,0,0,,20,0,C,0,0,1
5022996,0,1800000,Working,Secondary / secondary special,Single / not married,House / apartment,-23007,-11589,1,1,1,0,Cleaning staff,10,0,C,0,0,1
5022997,0,1800000,Working,Secondary / secondary special,Single / not married,House / apartment,-23007,-11589,1,1,1,0,Cleaning staff,10,0,C,0,0,1
5023000,0,1800000,Working,Secondary / secondary special,Single / not married,House / apartment,-23007,-11589,1,1,1,0,Cleaning staff,10,0,0,0,0,1
5023001,0,1800000,Working,Secondary / secondary special,Single / not married,House / apartment,-23007,-11589,1,1,1,0,Cleaning staff,10,0,0,0,0,1
5023002,0,1800000,Working,Secondary / secondary special,Single / not married,House / apartment,-23007,-11589,1,1,1,0,Cleaning staff,10,0,0,0,0,1
